,Unnamed: 0,Ninjavan TH Reviews
1415,631, Kapok using ninja is always not on time even though today's information is sent where until late at night it doesn't arrive at the time the information fails to send and will be sent again just like that until the …
1416,632,"It's common sense that the office is closed on night, but they always send the packets at night ! They never tell me first when they will deliver the package, so I cannot afford to standby when they deliver the package. There is once that …"
1417,633," more promotions with different 1,500 silver courier services when trying, shipping more than 1 week even though the estimated 2-4 days, mending use the usual courier services. not recommended for this courier service …"
1418,634," like sending a long time ago, there is not to send to the recipient, want to criticize the sales but no response, documents to the recipient like to be worn and even torn. even though I have cooperated but the service …"
1419,635, It's bad ... the goods are gone for 1 week or not ... don't hold it back for our stuff ... sorry for our customers ... …
1420,636, The location is late alongside the Ciputat highway in Rukoruko next to the gas station near the fedex building at bayoran …
1421,637," it's so bad read the review !!!!!! By the way, I want to register as a partner as a seller, slow response !! I want to swear to the office immediately. sales in this general ora xena warrior …"
1422,638," The most lousy delivery, just close to the teros transit, if you don't intend to open a shipping service, don't just destroy other seler that the consumers already trust !!!! Oddly, this olshof also chose the shipping …"
1423,639, Just send packages to other areas of Jakarta until 5 days. Hadeeeh ... bad …
1424,640, and the customer services didn't bother to answer my call. The most hideous courier service so far.
1425,641," Gajelas this ninjavan estimated package from August 22-24 August 2019 until September 5, 2019 has not arrived, the writing is in the warehouse, sent, in the warehouse, sent just like that until the package expired -_- …"
1426,642," Wooyy ninja, I have 4 days by my package !!!  "
1427,643,"Bad services, pickup time is OFTEN DELAYED. I got complained by my customers. Would not ever recommend."
1428,644,can’t track package on the website. very long delivery time what a mistake in choosing your service
1429,645," The item did not arrive, I accepted  "
1430,646, Very helpful  
1431,647, Where to send the package  
1432,648," The worst shipping service I have ever experienced, my package was passed 3 times between warehouses on the same day, I don't think the soup is clear, the CS is not friendly, it's really bad service …"
1433,649,"Delivery time is bad. CS asked me to wait approximately 3-5 day. I wrote this in day 5. 3 times I send email to CS, they answered almost the same, like a copy paste …"
1434,650, The second one using ninja van was immediately disappointed ... now I haven't arrived a week …
1435,651," very disappointing br x this is my package sent via ninja, now it's been over two weeks my package hasn't arrived, please please check my package ninja, because the packet is still stuck at the central dynamically, …"
1436,652," My package from Jakarta has been sent from August 5, 2019 to the present on August 23, 2019 the package also didn't arrive because the package was strayed to Nusa Tenggara Timur, even though my house was on Jl …"
1437,653,Ok
1438,654, Goods are not picked up. cs called instead mentally  
1439,655, Bad service and CS does not provide any solution.  
1440,656," Very slow ... already disappointed, lambatt really  "
1441,657," On Google it says it is open at 8, security is asked to say it turns out to be at 9, security should know little about product knowledge. …"
1442,658, Xpedition services are not right! Jerk all!  
1443,659," The shipping takes a long time, it takes almost 10 days for each order on Lazada to get a ninja service. …"
1444,660, How long does it take? Ciputat to ciledug near 30 minutes until arrived …
1445,661,They made received status but i didnt get the package. Resolve action takes up to 3 x 24 hours
1446,662," Send goods already 1 week gasampe2, oddly, the writing on Bukalapak courier is experiencing delivery problems and can't be called at all …"
1447,663," Just use 1x, it's a direct problem ... buy the sender send the item from date 1. received date 2. until the date 7 ga until ... so tracked it turns out shut in the warehouse from date 2..ditlp to the customer call …"
1448,664,Lama lama lama always over time!
1449,665," I use the Ninja COD service. Complaints of disbursement of money is quite long, the old package arrived, the package lost 2%, the bill includes the weight that is not appropriate. which should have 1 kg written 2 kg …"
1450,666, interesting promo at that time  
1451,667," Don't give 1 star ... it doesn't have to be a star. Super duper shipping is slow, but Xpress sends it for weeks ... What is the advantage of sending customer goods for long? What do you want to sell again !!! NOT …"
1452,668, The 1 month package is only stored and invited and not sent. This crazy expedition …
1453,669," I hired a member of the organization, and I was sent to Russia by the van's ninja ... I can't. …"
1454,670, Why hasn't my package arrived  
1455,671," Is this really bad service, my package was sent from July 20 to 2019 but until July 27, 2019 hasn't arrived. When I checked the lazada application arrived ""My order has failed to send just without confirmation first, …"
1456,672," My items arrived quickly, thank you  "
1457,673," When another expedition competed to deliver goods quickly ... it turns out that someone DARE to appear DIFFERENT with the SLOW style on an average of 15 new days until it arrived or even lost, The passion for NINJA …"
